X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2021/04/17 00:00:00+00,420,243238,4,4835,2021/04/15 00:00:00+00,242774,14124,1519,10766,0,173,139,546,916,1111,1607,1957,115888,126860,26,7619,16948,42490,42799,39354,35871,26818,32,0,0,0,412,2499,3151,2021,13340,9942,7551
-7.692596,53.288234,2021/04/18 00:00:00+00,269,243508,1,4836,2021/04/16 00:00:00+00,243192,14135,1521,10766,0,174,139,547,917,1111,1610,1958,116099,127067,26,7647,17013,42553,42883,39424,35923,26857,32,0,0,0,413,2501,3153,2021,13352,9945,7553
-7.692596,53.288234,2021/04/19 00:00:00+00,403,243911,0,4836,2021/04/17 00:00:00+00,243459,14144,1522,10766,0,174,139,549,918,1111,1611,1959,116231,127202,26,7660,17053,42599,42931,39466,35962,26882,31,0,0,0,414,2504,3154,2021,13361,9949,7554
-7.692596,53.288234,2021/04/20 00:00:00+00,390,244297,11,4847,2021/04/18 00:00:00+00,243858,14162,1524,10766,0,174,139,550,919,1114,1616,1965,116441,127391,26,7693,17099,42684,42997,39529,36021,26914,30,0,0,0,415,2505,3155,2021,13374,9950,7555
-7.692596,53.288234,2021/04/21 00:00:00+00,401,244695,15,4856,2021/04/19 00:00:00+00,244245,14192,1525,10766,0,174,139,552,921,1118,1624,1968,116655,127564,26,7705,17148,42751,43064,39593,36071,26957,34,0,0,0,416,2514,3156,2022,13402,9953,7559
-7.692596,53.288234,2021/04/22 00:00:00+00,617,245310,10,4866,2021/04/20 00:00:00+00,244646,14218,1528,10766,0,174,140,554,924,1123,1625,1974,116873,127747,26,7734,17207,42824,43130,39660,36126,26984,31,0,0,0,417,2518,3159,2023,13415,9961,7563
-7.692596,53.288234,2021/04/23 00:00:00+00,434,245743,1,4867,2021/04/21 00:00:00+00,245258,14244,1529,10766,0,175,141,557,926,1125,1631,1976,117170,128062,26,7763,17295,42935,43228,39760,36222,27029,33,0,0,0,418,2525,3160,2024,13443,9976,7565
-7.692596,53.288234,2021/04/24 00:00:00+00,461,246204,5,4872,2021/04/22 00:00:00+00,245691,14260,1533,10766,0,175,142,559,926,1128,1632,1980,117397,128268,26,7779,17353,43027,43303,39840,36277,27066,31,0,0,0,419,2527,3162,2025,13457,9979,7568
-7.692596,53.288234,2021/04/25 00:00:00+00,429,246633,1,4873,2021/04/23 00:00:00+00,246149,14270,1533,10766,0,175,142,559,929,1131,1633,1981,117633,128490,26,7815,17432,43113,43372,39912,36342,27099,28,0,0,0,420,2527,3163,2026,13471,9981,7570
-7.692596,53.288234,2021/04/26 00:00:00+00,437,247069,1,4874,2021/04/24 00:00:00+00,246573,14280,1535,10766,0,176,142,561,930,1132,1636,1981,117870,128677,26,7837,17500,43197,43456,39983,36393,27122,29,0,0,0,421,2528,3164,2026,13488,9984,7571
-7.692596,53.288234,2021/04/27 00:00:00+00,426,247489,10,4884,2021/04/25 00:00:00+00,247010,14292,1537,10766,0,176,142,561,932,1137,1639,1981,118090,128894,26,7870,17565,43277,43540,40053,36456,27145,29,0,0,0,422,2530,3164,2026,13499,9991,7572
-7.692596,53.288234,2021/04/28 00:00:00+00,371,247857,13,4896,2021/04/26 00:00:00+00,247433,14321,1541,10766,0,178,146,566,937,1138,1645,1985,118294,129113,26,7905,17627,43367,43602,40118,36512,27181,29,0,0,0,423,2531,3165,2026,13507,9999,7573
-7.692596,53.288234,2021/04/29 00:00:00+00,474,248326,3,4899,2021/04/27 00:00:00+00,247802,14338,1541,10766,0,178,146,569,938,1140,1649,1990,118482,129294,26,7932,17685,43444,43655,40184,36554,27209,28,0,0,0,424,2533,3165,2026,13519,10002,7576
-7.692596,53.288234,2021/04/30 00:00:00+00,545,248870,4,4903,2021/04/28 00:00:00+00,248273,14356,1544,10766,0,178,147,569,940,1143,1651,1994,118718,129526,29,7973,17764,43513,43733,40254,36628,27250,32,0,0,0,425,2536,3167,2027,13530,10009,7577
-7.692596,53.288234,2021/05/01 00:00:00+00,569,249437,3,4906,2021/04/29 00:00:00+00,248814,14367,1545,10766,0,179,147,569,940,1146,1651,1998,119014,129770,30,7993,17858,43634,43826,40347,36691,27287,29,0,0,0,426,2538,3167,2028,13544,10013,7579
-7.692596,53.288234,2021/05/02 00:00:00+00,402,249838,1,4906,2021/04/30 00:00:00+00,249383,14378,1545,10766,0,180,147,570,942,1148,1651,1999,119290,130061,32,8030,17962,43759,43910,40440,36764,27317,26,0,0,0,427,2539,3170,2028,13561,10019,7579
-7.692596,53.288234,2021/05/03 00:00:00+00,453,250290,0,4906,2021/05/01 00:00:00+00,249783,14386,1545,10766,0,181,148,571,943,1149,1652,2000,119508,130243,32,8048,18016,43842,43981,40530,36819,27335,31,0,0,0,428,2540,3170,2028,13566,10024,7580
-7.692596,53.288234,2021/05/04 00:00:00+00,383,250672,2,4908,2021/05/02 00:00:00+00,250234,14396,1547,10766,0,181,149,572,944,1149,1654,2001,119709,130493,32,8071,18124,43934,44040,40603,36875,27360,25,0,0,0,429,2544,3170,2028,13579,10026,7580
-7.692596,53.288234,2021/05/05 00:00:00+00,418,251087,7,4915,2021/05/03 00:00:00+00,250609,14403,1548,10766,0,181,150,573,944,1152,1655,2001,119904,130673,32,8104,18202,43997,44090,40677,36930,27378,28,0,0,0,430,2545,3170,2028,13582,10027,7580
-7.692596,53.288234,2021/05/06 00:00:00+00,393,251474,8,4921,2021/05/04 00:00:00+00,251025,14422,1550,10766,0,182,151,573,946,1158,1658,2003,120105,130888,32,8139,18273,44078,44141,40743,36985,27412,29,0,0,0,431,2549,3170,2028,13602,10029,7581
-7.692596,53.288234,2021/05/07 00:00:00+00,434,251904,4,4918,2021/05/05 00:00:00+00,251417,14431,1550,10766,0,183,152,573,947,1158,1658,2004,120285,131100,32,8162,18346,44148,44212,40815,37034,27430,28,0,0,0,432,2552,3171,2029,13614,10032,7582
-7.692596,53.288234,2021/05/08 00:00:00+00,408,252303,1,4919,2021/05/06 00:00:00+00,251845,14443,1551,10766,0,184,153,573,949,1158,1660,2006,120504,131309,32,8185,18406,44208,44324,40901,37074,27462,30,0,0,0,433,2554,3173,2029,13627,10034,7582
-7.692596,53.288234,2021/05/09 00:00:00+00,514,252809,2,4921,2021/05/07 00:00:00+00,252252,14448,1551,10766,0,185,153,574,949,1159,1660,2007,120708,131512,32,8204,18458,44291,44404,40980,37130,27484,31,0,0,0,434,2555,3173,2029,13641,10036,7582
-7.692596,53.288234,2021/05/10 00:00:00+00,381,253189,0,4921,2021/05/08 00:00:00+00,252766,14458,1555,10766,0,187,153,574,950,1162,1661,2008,120972,131762,32,8241,18562,44364,44494,41064,37195,27531,28,0,0,0,435,2556,3174,2029,13654,10037,7582
-7.692596,53.288234,2021/05/11 00:00:00+00,379,253567,9,4929,2021/05/09 00:00:00+00,253147,14463,1555,10766,0,187,153,574,950,1163,1662,2009,121164,131951,32,8266,18623,44432,44551,41147,37250,27551,31,0,0,0,436,2558,3174,2029,13664,10039,7582
-7.692596,53.288234,2021/05/12 00:00:00+00,448,254013,8,4937,2021/05/10 00:00:00+00,253527,14481,1558,10766,0,187,153,576,954,1165,1668,2010,121357,132138,32,8283,18694,44494,44635,41205,37305,27572,29,0,0,0,437,2560,3175,2029,13672,10042,7583
-7.692596,53.288234,2021/05/13 00:00:00+00,456,254450,0,4937,2021/05/11 00:00:00+00,253978,14490,1559,10766,0,188,153,577,958,1165,1669,2011,121575,132371,32,8309,18779,44552,44737,41287,37363,27598,29,0,0,0,438,2560,3176,2029,13681,10047,7583
-7.692596,53.288234,2021/05/14 00:00:00+00,425,254870,4,4941,2021/05/12 00:00:00+00,254446,14497,1561,28852,0,189,153,578,959,1167,1669,2013,121814,132600,32,8349,18866,44634,44809,41385,37419,27623,27,0,0,0,439,2560,3176,2029,13686,10050,7583
-7.692596,53.288234,2021/05/15 00:00:00+00,461,255331,0,4941,2021/05/13 00:00:00+00,255028,14512,1565,28852,0,189,153,578,960,1170,1672,2017,122102,132894,32,8379,18971,44737,44899,41506,37493,27661,30,0,0,0,440,2561,3179,2029,13700,10056,7584
-7.692596,53.288234,2021/05/16 00:00:00+00,375,255706,0,4941,2021/05/14 00:00:00+00,255503,14514,1565,28852,0,189,153,579,961,1170,1672,2017,122366,133105,32,8418,19046,44821,44980,41603,37556,27681,29,0,0,0,441,2561,3179,2029,13714,10058,7584
-7.692596,53.288234,2021/05/17 00:00:00+00,379,256085,0,4941,2021/05/15 00:00:00+00,255810,14519,1568,28852,0,189,153,579,962,1170,1672,2019,122525,133253,32,8435,19104,44872,45027,41661,37601,27706,31,0,0,0,442,2563,3179,2029,13720,10058,7584
-7.692596,53.288234,2021/05/18 00:00:00+00,365,256450,0,4941,2021/05/16 00:00:00+00,256160,14519,1568,28852,0,189,153,579,962,1170,1672,2019,122700,133428,32,8457,19163,44956,45078,41721,37646,27723,27,0,0,0,443,2563,3179,2029,13728,10059,7587
-7.692596,53.288234,2021/05/19 00:00:00+00,526,256976,0,4941,2021/05/17 00:00:00+00,256510,14521,1568,28852,0,189,153,579,964,1170,1672,2019,122863,133615,32,8471,19242,45024,45126,41790,37685,27746,28,0,0,0,444,2563,3179,2029,13735,10062,7587
-7.692596,53.288234,2021/05/20 00:00:00+00,470,257446,0,4941,2021/05/18 00:00:00+00,256985,14526,1571,28852,0,189,153,579,964,1171,1674,2019,123100,133853,32,8492,19338,45131,45200,41870,37746,27769,26,0,0,0,445,2564,3179,2030,13745,10064,7588
-7.692596,53.288234,2021/05/21 00:00:00+00,533,257979,0,4941,2021/05/19 00:00:00+00,257403,14530,1574,28852,0,189,153,579,964,1172,1675,2020,123310,134059,34,8514,19430,45218,45265,41935,37783,27809,25,0,0,0,446,2565,3179,2030,13754,10065,7588
-7.692596,53.288234,2021/05/22 00:00:00+00,384,258363,0,4941,2021/05/20 00:00:00+00,257924,14534,1575,28852,0,189,153,579,964,1174,1676,2021,123569,134320,35,8541,19519,45361,45327,42023,37843,27850,25,0,0,0,447,2565,3179,2030,13765,10065,7588
-7.692596,53.288234,2021/05/23 00:00:00+00,447,258810,0,4941,2021/05/21 00:00:00+00,258273,14538,1575,28852,0,190,153,579,964,1175,1676,2022,123749,134486,38,8560,19586,45464,45368,42078,37884,27870,22,0,0,0,448,2565,3179,2031,13766,10066,7589
-7.692596,53.288234,2021/05/24 00:00:00+00,349,259159,0,4941,2021/05/22 00:00:00+00,258692,14541,1575,28852,0,191,153,580,964,1175,1677,2022,123956,134697,39,8580,19649,45599,45419,42131,37944,27900,23,0,0,0,449,2565,3179,2031,13771,10067,7590
-7.692596,53.288234,2021/05/25 00:00:00+00,353,259512,0,4941,2021/05/23 00:00:00+00,259009,14544,1575,28852,0,191,153,580,966,1175,1677,2023,124108,134862,39,8600,19726,45671,45466,42190,37970,27912,22,0,0,0,450,2565,3179,2031,13773,10069,7590
-7.692596,53.288234,2021/05/26 00:00:00+00,445,259957,0,4941,2021/05/24 00:00:00+00,259348,14555,1577,28852,0,191,153,580,967,1176,1681,2026,124292,135017,39,8629,19798,45760,45505,42237,38005,27933,22,0,0,0,451,2566,3180,2031,13778,10071,7590
-7.692596,53.288234,2021/05/27 00:00:00+00,432,260389,0,4941,2021/05/25 00:00:00+00,259785,14559,1578,28852,0,191,154,581,967,1176,1682,2026,124497,135249,39,8657,19894,45870,45565,42305,38060,27948,22,0,0,0,452,2566,3181,2031,13781,10072,7591
-7.692596,53.288234,2021/05/28 00:00:00+00,461,260850,0,4941,2021/05/26 00:00:00+00,260201,14564,1578,28852,0,191,154,581,969,1177,1683,2027,124729,135432,40,8682,19969,46000,45616,42370,38097,27979,23,0,0,0,453,2566,3181,2031,13783,10072,7591
-7.692596,53.288234,2021/05/29 00:00:00+00,456,261306,0,4941,2021/05/27 00:00:00+00,260627,14569,1578,28852,0,191,154,581,969,1177,1684,2029,124945,135642,40,8708,20038,46112,45681,42441,38144,28005,25,0,0,0,454,2566,3182,2032,13790,10074,7592
-7.692596,53.288234,2021/05/30 00:00:00+00,367,261673,0,4941,2021/05/28 00:00:00+00,261087,14571,1580,28852,0,191,154,582,969,1177,1685,2029,125173,135872,42,8731,20153,46224,45732,42520,38194,28029,22,0,0,0,455,2566,3182,2032,13794,10076,7592
-7.692596,53.288234,2021/05/31 00:00:00+00,370,262043,0,4941,2021/05/29 00:00:00+00,261455,14578,1581,28852,0,191,154,582,971,1177,1686,2031,125345,136067,43,8761,20227,46299,45779,42588,38243,28047,25,0,0,0,456,2566,3182,2034,13796,10078,7595
-7.692596,53.288234,2021/06/01 00:00:00+00,337,262380,0,4941,2021/05/30 00:00:00+00,261817,14581,1581,28852,0,191,154,582,971,1178,1686,2032,125527,136247,43,8777,20299,46375,45839,42642,38292,28075,27,0,0,0,457,2566,3182,2035,13801,10079,7596
-7.692596,53.288234,2021/06/02 00:00:00+00,407,262787,0,4941,2021/05/31 00:00:00+00,262132,14581,1581,28852,0,191,154,582,971,1178,1686,2032,125677,136411,44,8794,20362,46445,45888,42707,38328,28087,26,0,0,0,458,2566,3182,2035,13804,10079,7596
-7.692596,53.288234,2021/06/03 00:00:00+00,465,263252,0,4941,2021/06/01 00:00:00+00,262525,14586,1581,28852,0,191,154,583,972,1180,1687,2032,125896,136585,44,8813,20451,46523,45939,42779,38380,28109,27,0,0,0,459,2566,3182,2035,13811,10081,7597
-7.692596,53.288234,2021/06/04 00:00:00+00,529,263769,0,4941,2021/06/02 00:00:00+00,263003,14593,1581,28852,0,191,154,583,972,1181,1687,2036,126141,136818,44,8852,20545,46619,46006,42861,38446,28135,26,0,0,0,460,2567,3183,2035,13817,10083,7597
-7.692596,53.288234,2021/06/05 00:00:00+00,416,264153,0,4941,2021/06/03 00:00:00+00,263503,14597,1581,28852,0,191,154,583,974,1182,1688,2036,126413,137046,44,8887,20652,46745,46078,42956,38491,28150,23,0,0,0,461,2567,3183,2035,13822,10083,7597
-7.692596,53.288234,2021/06/06 00:00:00+00,313,264466,0,4941,2021/06/04 00:00:00+00,263898,14601,1581,28852,0,191,154,583,974,1183,1688,2037,126607,137247,44,8911,20732,46846,46142,43015,38530,28163,24,0,0,0,462,2569,3183,2035,13833,10085,7599
-7.692596,53.288234,2021/06/07 00:00:00+00,377,264843,0,4941,2021/06/05 00:00:00+00,264206,14604,1581,28852,0,191,155,583,974,1183,1689,2037,126754,137408,44,8928,20795,46927,46183,43070,38561,28176,24,0,0,0,463,2569,3184,2035,13837,10087,7600
-7.692596,53.288234,2021/06/08 00:00:00+00,271,265114,0,4941,2021/06/06 00:00:00+00,264569,14608,1581,28852,0,191,155,583,974,1183,1692,2038,126935,137590,44,8951,20865,47012,46231,43127,38607,28200,25,0,0,0,464,2569,3184,2035,13843,10088,7603
-7.692596,53.288234,2021/06/09 00:00:00+00,259,265341,0,4941,2021/06/07 00:00:00+00,264822,14610,1582,28852,0,191,155,584,974,1183,1693,2038,127053,137725,44,8959,20914,47083,46273,43164,38641,28206,24,0,0,0,465,2569,3184,2035,13849,10088,7603
-7.692596,53.288234,2021/06/10 00:00:00+00,398,265739,0,4941,2021/06/08 00:00:00+00,265083,14617,1582,28852,0,192,156,585,974,1183,1693,2040,127192,137847,44,8974,20957,47152,46313,43213,38662,28221,26,0,0,0,466,2570,3184,2036,13856,10088,7605
-7.692596,53.288234,2021/06/11 00:00:00+00,319,266058,0,4941,2021/06/09 00:00:00+00,265450,14627,1583,28852,0,192,156,585,976,1185,1696,2041,127360,138046,44,8999,21013,47252,46378,43285,38691,28232,25,0,0,0,467,2572,3184,2036,13863,10089,7606
-7.692596,53.288234,2021/06/12 00:00:00+00,431,266489,0,4941,2021/06/10 00:00:00+00,265729,14632,1583,28852,0,192,156,585,979,1186,1696,2042,127504,138181,44,9012,21055,47332,46441,43326,38713,28246,25,0,0,0,468,2572,3184,2036,13865,10090,7606
-7.692596,53.288234,2021/06/13 00:00:00+00,315,266804,0,4941,2021/06/11 00:00:00+00,266098,14634,1584,28852,0,192,156,585,979,1186,1696,2042,127701,138353,44,9035,21113,47438,46511,43376,38749,28261,24,0,0,0,469,2572,3186,2036,13872,10094,7606
-7.692596,53.288234,2021/06/14 00:00:00+00,242,267006,0,4941,2021/06/12 00:00:00+00,266404,14638,1584,28852,0,192,156,585,979,1186,1696,2044,127850,138510,44,9053,21145,47532,46575,43424,38776,28276,26,0,0,0,470,2572,3187,2037,13877,10095,7608
-7.692596,53.288234,2021/06/15 00:00:00+00,283,267289,0,4941,2021/06/13 00:00:00+00,266646,14639,1585,28852,0,192,156,585,979,1186,1696,2045,127976,138626,44,9067,21177,47618,46612,43465,38798,28284,22,0,0,0,471,2572,3187,2037,13879,10095,7608
-7.692596,53.288234,2021/06/16 00:00:00+00,329,267576,0,4941,2021/06/14 00:00:00+00,266906,14645,1587,28852,0,193,156,585,979,1188,1697,2045,128112,138750,44,9090,21221,47678,46658,43511,38825,28289,25,0,0,0,472,2574,3187,2037,13886,10097,7608
-7.692596,53.288234,2021/06/17 00:00:00+00,373,267949,38,4979,2021/06/15 00:00:00+00,267222,14647,1587,28852,0,193,157,585,980,1188,1697,2045,128274,138904,44,9102,21266,47767,46722,43572,38855,28302,26,0,0,0,473,2574,3187,2037,13887,10098,7608
-7.692596,53.288234,2021/06/18 00:00:00+00,313,268251,,4979,2021/06/16 00:00:00+00,267572,14656,1588,28852,0,193,157,585,981,1190,1697,2047,128450,139078,44,9116,21328,47860,46778,43636,38886,28323,26,0,0,0,474,2575,3188,2039,13891,10100,7611
-7.692596,53.288234,2021/06/19 00:00:00+00,393,268644,,4979,2021/06/17 00:00:00+00,267895,14661,1588,28852,0,193,157,586,982,1191,1698,2047,128620,139231,44,9131,21363,47964,46841,43695,38916,28334,25,0,0,0,475,2575,3188,2040,13894,10101,7613
-7.692596,53.288234,2021/06/20 00:00:00+00,288,269037,,4979,2021/06/18 00:00:00+00,268222,14664,1589,28852,0,194,157,586,982,1192,1698,2048,128785,139393,44,9147,21412,48063,46904,43746,38939,28349,24,0,0,0,476,2575,3188,2040,13903,10102,7614
-7.692596,53.288234,2021/06/21 00:00:00+00,284,269321,,4979,2021/06/19 00:00:00+00,268475,14667,1589,28852,0,195,157,586,983,1192,1699,2048,128919,139512,44,9164,21451,48133,46948,43793,38962,28360,25,0,0,0,477,2575,3188,2040,13904,10103,7614
-7.692596,53.288234,2021/06/22 00:00:00+00,294,269495,,4979,2021/06/20 00:00:00+00,268680,14673,1589,28852,0,195,157,586,984,1195,1699,2049,129018,139618,44,9175,21482,48179,46993,43830,38983,28368,28,0,0,0,478,2575,3188,2041,13909,10103,7615
-7.692596,53.288234,2021/06/23 00:00:00+00,348,269793,10,4989,2021/06/21 00:00:00+00,268974,14675,1591,28852,0,195,157,587,984,1195,1699,2049,129165,139765,44,9198,21528,48241,47039,43886,39015,28383,27,0,0,0,479,2576,3188,2041,13918,10106,7617
-7.692596,53.288234,2021/06/24 00:00:00+00,304,270097,,4989,2021/06/22 00:00:00+00,269312,14679,1592,28852,0,195,157,588,984,1196,1700,2049,129337,139931,44,9215,21579,48332,47103,43945,39044,28399,26,0,0,0,480,2576,3189,2041,13928,10107,7617
-7.692596,53.288234,2021/06/25 00:00:00+00,380,270477,,4989,2021/06/23 00:00:00+00,269596,14683,1592,28852,0,195,157,588,984,1196,1703,2049,129493,140059,44,9230,21614,48431,47150,43989,39072,28410,23,0,0,0,481,2576,3190,2041,13931,10109,7617
-7.692596,53.288234,2021/06/26 00:00:00+00,443,270920,,4989,2021/06/24 00:00:00+00,269940,14691,1595,28852,0,195,158,589,985,1198,1704,2049,129662,140234,44,9244,21665,48543,47211,44041,39098,28426,24,0,0,0,482,2578,3190,2041,13942,10109,7618
-7.692596,53.288234,2021/06/27 00:00:00+00,340,271260,,4989,2021/06/25 00:00:00+00,270343,14694,1595,28852,0,196,159,589,986,1198,1704,2049,129855,140444,44,9261,21742,48637,47310,44089,39140,28442,26,0,0,0,483,2578,3190,2041,13950,10111,7618
-7.692596,53.288234,2021/06/28 00:00:00+00,305,271589,,4989,2021/06/26 00:00:00+00,270698,14698,1595,28852,0,197,159,589,987,1199,1704,2049,130038,140616,44,9279,21804,48729,47358,44156,39180,28462,25,0,0,0,484,2578,3191,2041,13957,10112,7618
-7.692596,53.288234,2021/06/29 00:00:00+00,351,271931,,4989,2021/06/27 00:00:00+00,270981,14700,1597,28852,0,197,159,589,987,1199,1704,2050,130182,140755,44,9286,21856,48807,47405,44201,39207,28484,25,0,0,0,485,2579,3191,2041,13962,10112,7618
-7.692596,53.288234,2021/06/30 00:00:00+00,452,272336,9,4998,2021/06/28 00:00:00+00,271332,14707,1599,28852,0,197,159,590,987,1201,1704,2051,130350,140938,44,9306,21917,48896,47455,44258,39252,28504,25,0,0,0,486,2580,3193,2041,13968,10114,7619
-7.692596,53.288234,2021/07/01 00:00:00+00,448,272784,2,5000,2021/06/29 00:00:00+00,271745,14709,1600,28852,0,197,159,591,987,1202,1704,2051,130570,141130,45,9330,21991,49010,47527,44330,39283,28522,24,0,0,0,487,2580,3193,2041,13971,10117,7621
-7.692596,53.288234,2021/07/02 00:00:00+00,512,273296,,5000,2021/06/30 00:00:00+00,272175,14713,1600,28852,0,197,159,591,988,1204,1704,2051,130791,141339,45,9345,22050,49142,47613,44404,39316,28539,25,0,0,0,488,2580,3193,2042,13981,10119,7623
